,IS03,Country,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,1801-1900
48,IRL,'Irish Republic'Irish Republic'Irish Republic'Irish Republic'Irish Republic,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,662.432,4296.664,6243.32,5927.344,2387.6,-1,-1,-1,1132.84,3479.8,6885.432,6268.72,8281.0,11800.0,13656.0,13046.0,12700.0,9839.0,4097.0,4829.0,700.0,5000.0,4000.0,3400.0,1573.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
49,IRN,'Iran'Iran'Iran'Iran'Iran'Iran'Iran'Iran'Iran,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4000.0,6000.0,6000.0,6000.0,3000.0,1000.0,2000.0,43000.0,65000.0,60000.0,40000.0,50000.0,40000.0,51000.0,68000.0,67000.0,89900.0,96000.0,100800.0,117900.0,102200.0,107600.0,118700.0,128300.0,130000.0,147200.0,146300.0,140700.0,146100.0,141000.0,149900.0,216200.0,244200.0,248100.0,262500.0,256700.0,258900.0,245500.0,222900.0,216800.0,257000.0,282000.0,295621.0,310000.0,310000.0,
50,ISR,'Israel'Israel'Israel'Israel'Israel,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,260.096,4479.544,5579.872,6252.464,5909.056,7499.096,8128.0,8128.0,8636.0,10160.0,10261.6,10668.0,10988.0,10700.0,11175.0,10165.0,9322.0,8035.0,100.0,-1,-1,-1,400.0,4400.0,4100.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
51,ITA,'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy'Italy (estimated)'Italy ..'Italy ... ...,2963.672,2512.568,2774.696,2888.488,2867.152,2779.776,-1,-1,-1,-1,1099.312,859.536,751.84,1654.048,1691.64,-1,882.904,499.872,373.888,381.0,329.184,325.12,335.28,416.56,609.6,4368.8,4064.0,4572.0,4775.2,2032.0,2032.0,-1,711.2,203.2,304.8,375.92,406.4,386.08,-1,406.4,447.04,584.2,678.688,782.32,697.992,3695.192,3574.288,2995.168,2410.968,2697.48,-1,1828.8,1727.2,2235.2,2540.0,2540.0,2438.4,2300.0,1540.0,1049.0,858.0,1070.0,800.0,1000.0,700.0,531.0,489.0,604.0,771.0,138.0,556.0,876.0,127.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,80516.33394
52,JPN,'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan'Japan (a)'Japan (smelter)'Japan (smelter)'Japan (smelter)'Japan (smelter) ..'Japan and Formosa,67891.152,72171.56,76719.176,101550.216,108801.408,90131.392,83174.84,66003.424,-1,-1,59326.272,63035.688,65690.496,67361.816,66568.32,68229.48,75465.432,79029.56,74810.112,71872.856,69029.072,67774.312,69306.44,77729.08,87594.44,71120.0,71120.0,68278.248,69896.736,78106.016,92126.816,78459.584,27982.672,14974.824,21886.672,25727.152,32734.504,39429.944,42285.92,53549.296,58880.248,66271.648,72994.52,78465.68,80924.4,81495.392,85244.432,89178.384,96404.176,103595.424,107063.032,106168.952,107062.016,111274.352,117841.776,119926.608,121118.376,119513.0,120551.0,112114.0,91280.0,82121.0,84639.0,81606.0,395.0,71951.0,59960.0,52553.0,51513.0,50658.0,46045.0,43309.0,43208.0,34924.0,23817.0,16666.0,14650.0,12927.0,12413.0,12074.0,10277.0,6043.0,2376.0,1145.0,932.0,1070.0,1038.0,1211.0,744.0,1519.0,1000.0,1000.0,1000.0,300.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,618267.6951
53,KAZ,'Kazakhstan'Kazakhstan'Kazakhstan'Kazakhstan'Kazakhstan'KazakhstanSoviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionTurkestanUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.16,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,290000.0,260000.0,202300.0,228500.0,237500.0,316166.0,338600.0,373500.0,430200.0,469500.0,473700.0,484500.0,461800.0,401700.0,446300.0,406500.0,421700.0,400000.0,380600.0,405300.0,426800.0,454400.0,471700.0,473600.0,474800.0,557800.0,635500.0,608000.0,
54,KEN,'Kenya'Kenya'Kenya'Kenya (b)'Kenya (f)'Kenya (f),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,101.6,310.896,539.496,-1,-1,609.6,1524.0,1422.4,1422.4,1219.2,1828.8,1524.0,1524.0,1422.4,1422.4,508.0,10.16,37.592,77.216,79.0,73.0,72.0,70.0,70.0,70.0,70.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
55,KGZ,'Kyrgyzstan'KyrgyzstanSoviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionTurkestanUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10.16,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7000.0,3100.0,8200.0,7500.0,7200.0,7000.0,
56,KOR,'Korea'Korea'Korea (ore)'Korea (smelter) :'Korea (South)'Korea (South)'Korea (South) (b)'Korea (Southern)'Korea Republic of'Korea Republic of'Korea Republic of'Korea Republic of,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1722.12,-1,-1,538.48,580.136,-1,812.8,914.4,1524.0,2235.2,3657.6,-1,-1,-1,-1,-1,-1,-1,-1,1249.68,146.304,129.032,66.04,28.448,-1,-1,508.0,508.0,355.6,609.6,711.2,457.2,355.6,254.0,304.8,254.0,558.8,609.6,609.6,1117.6,1016.0,782.32,930.656,964.184,1639.0,1773.0,2082.0,2321.0,2794.0,2330.0,2097.0,1688.0,669.0,433.0,372.0,501.0,320.0,389.0,279.0,308.0,215.0,249.0,36.0,4.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
57,LAO,'Laos'Laos'Laos,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,30480.0,60803.0,62541.0,89004.0,121581.0,132047.0,138756.0,149580.0,154915.0,159696.0,167702.0,177939.0,153304.0,154948.0,140935.0,
58,LTU,Soviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
59,LVA,Soviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
60,MAR,'French Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco'Morocco (French zone)'Morocco (French)'Morocco (French)'Morocco (Southern),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12.192,-1,-1,75.184,-1,-1,-1,-1,-1,-1,-1,-1,-1,35.56,20.32,135.128,260.096,226.568,635.0,388.112,60.96,40.64,439.928,359.664,20.32,28.448,809.752,1147.064,762.0,746.76,735.584,629.92,1043.432,1184.656,1259.84,1737.36,2497.328,1805.432,1747.52,1812.544,2328.672,2214.88,2676.144,2536.952,3172.0,2595.0,3831.0,4149.0,4670.0,4600.0,4400.0,3370.0,4300.0,7300.0,7088.0,7895.0,21979.0,24200.0,22100.0,19678.0,18599.0,13944.0,13284.0,14100.0,13901.0,13633.0,12004.0,13746.0,14202.0,13600.0,15100.0,15400.0,10700.0,10200.0,6528.0,5357.0,4994.0,4818.0,4400.0,3200.0,4600.0,4774.0,5055.0,8486.0,14986.0,12076.0,17700.0,13900.0,16579.0,26900.0,31800.0,35400.0,32400.0,34000.0,
61,MDA,Soviet UnionSoviet UnionSoviet UnionSoviet UnionSoviet UnionUSSRUSSRUSSRUSSRUSSRUSSRUSSR,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32004.0,32715.2,44094.4,63246.0,83312.0,91440.0,101600.0,144272.0,-1,-1,-1,-1,-1,121920.0,148336.0,161544.0,195072.0,234696.0,255016.0,300736.0,334264.0,345440.0,360680.0,406400.0,431800.0,472440.0,436880.0,436880.0,457200.0,477520.0,508000.0,558800.0,685800.0,711200.0,762000.0,863600.0,863600.0,889000.0,925000.0,990000.0,1050000.0,1100000.0,2300000.0,1130000.0,1100000.0,1140000.0,1150000.0,-1,980000.0,1000000.0,1010000.0,1020000.0,1020000.0,1030000.0,1030000.0,1010000.0,990000.0,950000.0,900000.0,840000.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
62,MDG,'Madagascar (d),-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14.224,3.048,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
63,MEX,'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico'Mexico (b)'Mexico (b)'Mexico (b)'Mexico (d)'Mexico (d)'Mexico (d)'Mexico (d)'Mexico (d)'Mexico : ..,52796.44,36338.256,20596.352,28401.264,50968.656,70199.504,50877.216,49175.416,-1,-1,53354.224,49097.184,51319.176,64543.432,58730.896,65501.52,86549.992,73408.032,54208.68,35253.168,39823.136,44266.104,39371.016,29711.904,46075.6,41849.04,44388.024,37601.144,48713.136,50893.472,49771.808,41297.352,61677.296,61050.424,63488.824,59073.288,57243.472,61695.584,67347.592,58460.64,60145.168,54803.04,54672.992,54861.968,60553.6,64959.992,57270.904,60327.032,49311.56,47123.096,55858.664,52502.816,69159.12,74392.536,62619.128,65024.0,66741.04,61012.0,63150.0,78720.0,80501.0,82700.0,78196.0,88970.0,89662.0,87186.0,110200.0,175399.0,230466.0,239091.0,206062.0,189100.0,167977.0,174558.0,230573.0,268359.0,249328.0,298695.0,284174.0,279042.0,303989.0,305487.0,333565.0,340710.0,390536.0,384641.0,381184.0,364566.0,371123.0,329574.0,355653.0,405540.0,429042.0,334129.0,337527.0,246593.0,240648.0,270136.0,443621.0,500275.0,480124.0,515025.0,594451.0,766129.0,742246.0,696580.0,768542.0,145116.1525
64,MKD,'Jugoslavia'Jugoslavia'Jugoslavia (estimated)'Macedonia'Macedonia'Macedonia'Macedonia'Macedonia'North MacedoniaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslavia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6807.2,8142.224,10160.0,10613.136,10363.2,13208.0,20320.0,23368.0,22352.0,18186.4,34036.0,42976.8,41656.0,41656.0,44704.0,49479.2,41656.0,46949.36,-1,-1,-1,-1,20320.0,24384.0,33528.0,41656.0,38608.0,43290.744,35948.112,36968.176,35315.144,32148.272,29117.544,31829.248,33528.0,35233.864,34598.864,33275.016,37906.96,51714.4,62089.792,63180.976,62546.992,62218.824,63148.464,70482.968,81673.192,90808.0,94392.0,103133.0,111797.0,112080.0,114894.0,120130.0,116218.0,123319.0,96000.0,114786.0,110961.0,119299.0,129506.0,137600.0,142479.0,138544.0,130470.0,103523.0,139631.0,140145.0,121842.0,105011.0,75007.0,96800.0,84619.0,82967.0,100404.0,93727.0,72977.0,10000.0,6800.0,5600.0,700.0,-1,4799.0,7054.0,7029.0,8051.0,7440.0,7912.0,7555.0,9506.0,9802.0,8187.0,11400.0,10200.0,9000.0,8000.0,7100.0,
65,MLI,'French West Africa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.296,138.176,97.536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
66,MMR,BurmaBurmaBurmaBurmaBurmaBurmaBurmaBurmaBurmaBurma'Myanmar'Myanmar'Myanmar'Myanmar,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4267.2,4064.0,3759.2,3556.0,3696.208,2886.456,3410.712,2952.496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,132.08,152.4,142.24,111.76,152.4,172.72,121.92,142.24,101.6,71.12,40.64,40.64,70.0,80.0,80.0,75.0,70.0,86.0,92.0,100.0,100.0,100.0,56.0,77.0,101.0,4200.0,9000.0,16700.0,10100.0,10600.0,4700.0,5000.0,4400.0,5700.0,5000.0,5200.0,4800.0,5282.0,4841.0,2977.0,3200.0,26700.0,26711.0,25800.0,27500.0,27900.0,31800.0,34500.0,19500.0,15100.0,6900.0,9800.0,10000.0,8000.0,14000.0,18000.0,27000.0,71000.0,95000.0,116000.0,180000.0,219000.0,
67,MNE,'Jugoslavia'Jugoslavia'Jugoslavia (estimated)YugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslaviaYugoslavia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6807.2,8142.224,10160.0,10613.136,10363.2,13208.0,20320.0,23368.0,22352.0,18186.4,34036.0,42976.8,41656.0,41656.0,44704.0,49479.2,41656.0,46949.36,-1,-1,-1,-1,20320.0,24384.0,33528.0,41656.0,38608.0,43290.744,35948.112,36968.176,35315.144,32148.272,29117.544,31829.248,33528.0,35233.864,34598.864,33275.016,37906.96,51714.4,62089.792,63180.976,62546.992,62218.824,63148.464,70482.968,81673.192,90808.0,94392.0,103133.0,111797.0,112080.0,114894.0,120130.0,116218.0,123319.0,96000.0,114786.0,110961.0,119299.0,129506.0,137600.0,142479.0,138544.0,130470.0,103523.0,139631.0,140145.0,121842.0,97811.0,68007.0,90800.0,74619.0,69467.0,87404.0,84627.0,62777.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
68,MNG,'Mongolia'Mongolia'Mongolia'Mongolia'Mongolia'Mongolia'Mongolia'Mongolia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44000.0,71800.0,95000.0,95000.0,128000.0,100000.0,120000.0,120000.0,130000.0,135000.0,123893.0,90100.0,105100.0,96900.0,99600.0,121900.0,121000.0,130000.0,127784.0,128210.0,125868.0,133500.0,131700.0,130300.0,130000.0,126560.0,129675.0,130165.0,126980.0,129800.0,127600.0,124000.0,123900.0,189000.0,252000.0,318300.0,335700.0,310700.0,308400.0,297500.0,
69,MOZ,'Mozambique'Mozambique,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,145.0,194.0,224.0,250.0,284.0,124.0,273.0,151.0,139.0,88.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
70,MRT,'Mauritania'Mauritania'Mauritania'Mauritania'Mauritania'Mauritania,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41.656,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1950.0,4740.0,15051.0,21277.0,20079.0,582.0,10000.0,8000.0,2830.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5031.0,28755.0,33073.0,36608.0,36969.0,35281.0,37670.0,37970.0,33079.0,45001.0,32820.0,28791.0,28138.0,29620.0,
71,MYS,Federated Malay States'Malaysia'Malaysia'Malaysia'Malaysia'Malaysia,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.336,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3800.0,18200.0,24000.0,26000.0,24514.0,26990.0,28642.0,30906.0,29136.0,29288.0,30506.0,28301.0,29861.0,22014.0,23565.0,24327.0,25581.0,28556.0,25182.0,25267.0,20751.0,20219.0,18821.0,13907.0,4600.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
72,NAM,'Namibia'Namibia'Namibia'Namibia'Namibia'Namibia'Namibia'Namibia'Namibia'NamibiaSouth West Africa South West Africa South West Africa South West Africa South West Africa South West Africa South West Africa South West Africa South-West AfricaSouth-West Africa Territory ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9043.416,8020.304,8333.232,8940.8,10668.0,11277.6,12598.4,15138.4,8432.8,2438.4,-1,-1,-1,-1,11785.6,8890.0,8803.64,1212.088,-1,-1,-1,-1,-1,-1,5059.68,8280.4,9666.224,10996.168,12615.672,14193.52,12239.752,14228.064,21374.608,28309.824,27329.384,28448.0,31496.0,20320.0,25400.0,23368.0,32512.0,34544.0,39624.0,38608.0,33528.0,30480.0,25400.0,23000.0,25900.0,21500.0,300.0,26100.0,34900.0,43500.0,49200.0,37700.0,41900.0,39200.0,44300.0,48800.0,52100.0,50000.0,43128.0,47111.0,37993.0,42899.0,32792.0,27797.0,31719.0,31313.0,29146.0,26555.0,22530.0,14904.0,17879.0,6500.0,-1,5070.0,15003.0,18040.0,16175.0,11174.0,10157.0,6262.0,5800.0,8800.0,-1,-1,3366.0,5304.0,4896.0,5249.0,14010.0,16653.0,15534.0,15177.0,16108.0,
73,NER,'French West Africa,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,82.296,138.176,97.536,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
74,NIC,'Nicaragua'Nicaragua'Nicaragua'Nicaragua,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,908.304,4897.12,6276.848,7271.512,7282.688,9239.504,10185.4,9763.76,9335.008,6719.824,5886.704,3029.0,3662.0,2500.0,2700.0,2500.0,600.0,800.0,300.0,100.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
75,NOR,'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway'Norway ..'Norway ...'Norway : ..,14272.768,13369.544,15786.608,9036.304,10133.584,-1,-1,-1,-1,-1,8519.16,9478.264,31683.96,13522.96,12363.704,17776.952,19037.808,18292.064,8702.04,16765.016,19812.0,21173.44,20513.04,22604.984,20076.16,21625.56,20355.56,15528.544,17987.264,15470.632,16246.856,14461.744,5202.936,12248.896,14706.6,15110.968,14874.24,15284.704,14002.512,13631.672,13028.168,13587.984,13987.272,14957.552,14990.064,15876.016,14358.112,15390.368,13951.712,15534.64,14264.64,14972.792,14766.544,14814.296,14452.6,16775.176,21482.304,19947.0,21672.0,7.0,22245.0,20336.0,26647.0,31080.0,29053.0,29073.0,28016.0,28891.0,28123.0,27590.0,22568.0,22310.0,19252.0,29572.0,23235.0,18655.0,16497.0,23041.0,19901.0,12734.0,8743.0,7408.0,6799.0,7394.0,6671.0,2699.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,105200.5445
